LogId,StartTime,Duration,Efficiency,IsMainSleep,MinutesAfterWakeup,MinutesAsleep,MinutesToFallAsleep,TimeInBed,AwakeCount,AwakeDuration,RestlessCount,RestlessDuration
37299019776,6/9/2022 5:34:00 PM,16140000,98,True,0,264,0,269,1,2,3,3
37308593170,6/16/2022 1:56:30 PM,6480000,98,True,0,106,0,108,1,2,0,0
37851503594,7/29/2022 5:57:30 PM,3720000,89,True,0,55,0,62,1,3,2,4
37851503595,7/30/2022 12:58:30 AM,6120000,86,False,0,88,0,102,0,0,2,14
37851503596,7/30/2022 3:42:30 AM,7740000,96,True,0,124,0,129,1,4,1,1
37851503597,7/31/2022 2:55:30 PM,7440000,94,True,0,116,0,124,1,1,3,7
37851503598,8/1/2022 1:01:00 AM,12720000,92,True,0,196,0,212,5,7,5,9
37854550769,8/1/2022 2:25:30 PM,5940000,97,False,0,96,0,99,0,0,2,3
37855003335,8/1/2022 6:32:00 PM,5400000,92,False,0,83,0,90,1,1,1,6
37857454192,8/2/2022 12:47:00 AM,17640000,89,True,0,263,0,294,1,1,2,5
37881292403,8/3/2022 11:46:30 PM,17040000,89,True,0,253,0,284,3,3,5,7
37900326818,8/5/2022 11:03:00 PM,4740000,91,False,4,68,0,79,1,3,4,8
37904920829,8/6/2022 4:26:30 AM,3660000,98,False,1,59,0,61,0,0,2,2
37909409559,8/6/2022 3:28:00 PM,6300000,90,True,0,95,0,105,1,2,2,8
37913848095,8/6/2022 11:30:00 PM,27180000,89,True,0,405,0,453,3,16,8,14
37928812987,8/7/2022 8:35:30 PM,38100000,89,True,0,564,0,635,7,20,17,51
37942240227,8/9/2022 1:08:00 PM,3840000,88,True,0,56,0,64,0,0,3,8
37946025425,8/9/2022 11:15:30 PM,16980000,91,True,0,258,0,283,1,2,2,4
37964592859,8/10/2022 9:48:30 PM,29760000,95,True,0,472,0,496,3,9,9,15
37982468942,8/12/2022 9:52:00 PM,6720000,93,True,0,104,0,112,1,3,3,5
37984696870,8/13/2022 1:15:00 AM,18600000,96,True,0,299,0,310,1,2,4,8
37993125694,8/13/2022 10:24:30 PM,3840000,94,False,1,59,0,64,0,0,2,5
38108968808,8/22/2022 10:01:00 PM,29580000,90,True,0,444,0,493,0,0,2,9
38131135567,8/24/2022 11:36:00 PM,28980000,88,True,0,426,0,483,0,0,3,8
38145156902,8/25/2022 9:59:00 PM,33120000,95,True,0,525,0,552,3,10,8,17
38149590488,8/26/2022 3:12:30 PM,5760000,95,False,0,91,0,96,0,0,2,5
38161344338,8/27/2022 1:35:00 PM,20580000,89,True,0,304,0,343,4,13,11,26
38162334257,8/27/2022 10:35:00 PM,30240000,91,True,0,457,0,504,2,2,2,7
38173889010,8/28/2022 10:25:00 PM,19800000,92,True,4,301,0,330,1,3,1,2
38179941315,8/29/2022 5:28:30 AM,7200000,95,False,0,114,0,120,1,1,3,5
38198521306,8/30/2022 10:42:30 PM,27780000,92,True,0,426,0,463,0,0,0,0
38228046424,9/1/2022 10:25:00 PM,29820000,100,True,0,495,0,497,0,0,2,2
38243700396,9/3/2022 1:04:30 PM,3840000,100,True,0,64,0,64,0,0,0,0
38247646627,9/3/2022 10:35:30 PM,10380000,95,False,0,164,0,173,1,4,3,5
38251343127,9/4/2022 3:18:00 AM,15300000,96,True,0,244,0,255,1,6,2,5
38266852142,9/5/2022 2:02:00 PM,11940000,89,True,0,177,0,199,1,1,8,21
38274082733,9/5/2022 9:42:00 PM,31860000,96,True,7,503,0,531,2,9,9,19
38294016724,9/7/2022 8:48:30 PM,36420000,95,True,0,576,0,607,1,3,4,9
38308621630,9/8/2022 9:59:30 PM,6480000,96,False,3,101,0,108,0,0,4,7
38313267130,9/9/2022 1:33:00 PM,4080000,96,True,0,65,0,68,0,0,2,3
38327874154,9/10/2022 9:26:00 PM,29220000,94,True,0,460,0,487,1,1,1,1
38333763342,9/11/2022 9:13:00 AM,5280000,93,False,0,82,0,88,1,2,4,4
38335882750,9/11/2022 2:36:00 PM,4500000,87,False,0,65,0,75,1,1,2,9
38338374515,9/11/2022 8:45:00 PM,38520000,87,True,0,558,0,642,1,2,1,2
38350832667,9/12/2022 7:34:00 PM,16560000,83,True,9,222,0,276,1,10,2,8
38362010654,9/13/2022 8:59:30 PM,21720000,82,True,0,297,0,362,0,0,1,2
38365591305,9/14/2022 4:41:00 AM,5280000,95,False,1,83,0,88,1,3,2,2
38377830615,9/14/2022 9:38:00 PM,32100000,96,True,0,514,0,535,2,4,9,17
38415963559,9/18/2022 2:29:00 PM,3600000,92,True,0,55,0,60,2,3,2,2
38427286342,9/19/2022 2:56:00 PM,10320000,98,True,0,169,0,172,1,2,1,1
38431269390,9/19/2022 11:00:00 PM,5640000,89,False,0,84,0,94,1,4,3,6
38433583511,9/20/2022 1:52:00 AM,4860000,95,False,0,77,0,81,1,3,1,1
