LogId,Time,Level,ShortWakes,SleepStage
37851503598,8/1/2022 2:39:00 AM,wake,,wake
37851503598,8/1/2022 2:39:30 AM,wake,,wake
37851503598,8/1/2022 2:40:00 AM,wake,,wake
37851503598,8/1/2022 2:40:30 AM,wake,,wake
37851503598,8/1/2022 2:41:00 AM,wake,,wake
37851503598,8/1/2022 2:41:30 AM,wake,,wake
37851503598,8/1/2022 2:42:00 AM,wake,,wake
37851503598,8/1/2022 2:42:30 AM,wake,,wake
37851503598,8/1/2022 2:43:00 AM,wake,,wake
37851503598,8/1/2022 2:43:30 AM,wake,,wake
37851503598,8/1/2022 2:44:00 AM,wake,,wake
37851503598,8/1/2022 2:44:30 AM,wake,,wake
37851503598,8/1/2022 2:45:00 AM,light,,light
37851503598,8/1/2022 2:45:30 AM,light,,light
37851503598,8/1/2022 2:46:00 AM,light,,light
37851503598,8/1/2022 2:46:30 AM,light,,light
37851503598,8/1/2022 2:47:00 AM,light,,light
37851503598,8/1/2022 2:47:30 AM,light,,light
37851503598,8/1/2022 2:48:00 AM,light,,light
37851503598,8/1/2022 2:48:30 AM,light,,light
37851503598,8/1/2022 2:49:00 AM,light,,light
37851503598,8/1/2022 2:49:30 AM,light,,light
37851503598,8/1/2022 2:50:00 AM,light,,light
37851503598,8/1/2022 2:50:30 AM,light,,light
37851503598,8/1/2022 2:51:00 AM,light,,light
37851503598,8/1/2022 2:51:30 AM,light,,light
37851503598,8/1/2022 2:52:00 AM,light,,light
37851503598,8/1/2022 2:52:30 AM,light,,light
37851503598,8/1/2022 2:53:00 AM,light,,light
37851503598,8/1/2022 2:53:30 AM,light,,light
37851503598,8/1/2022 2:54:00 AM,light,,light
37851503598,8/1/2022 2:54:30 AM,light,,light
37851503598,8/1/2022 2:55:00 AM,light,,light
37851503598,8/1/2022 2:55:30 AM,light,,light
37851503598,8/1/2022 2:56:00 AM,light,,light
37851503598,8/1/2022 2:56:30 AM,light,,light
37851503598,8/1/2022 2:57:00 AM,light,,light
37851503598,8/1/2022 2:57:30 AM,light,,light
37851503598,8/1/2022 2:58:00 AM,light,,light
37851503598,8/1/2022 2:58:30 AM,light,,light
37851503598,8/1/2022 2:59:00 AM,light,,light
37851503598,8/1/2022 2:59:30 AM,light,,light
37851503598,8/1/2022 3:00:00 AM,light,,light
37851503598,8/1/2022 3:00:30 AM,light,,light
37851503598,8/1/2022 3:01:00 AM,light,,light
37851503598,8/1/2022 3:01:30 AM,light,,light
37851503598,8/1/2022 3:02:00 AM,light,,light
37851503598,8/1/2022 3:02:30 AM,light,,light
37851503598,8/1/2022 3:03:00 AM,light,,light
37851503598,8/1/2022 3:03:30 AM,light,,light
37851503598,8/1/2022 3:04:00 AM,light,,light
37851503598,8/1/2022 3:04:30 AM,light,,light
37851503598,8/1/2022 3:05:00 AM,rem,,rem
37851503598,8/1/2022 3:05:30 AM,rem,,rem
37851503598,8/1/2022 3:06:00 AM,rem,,rem
37851503598,8/1/2022 3:06:30 AM,rem,,rem
37851503598,8/1/2022 3:07:00 AM,rem,,rem
37851503598,8/1/2022 3:07:30 AM,rem,,rem
37851503598,8/1/2022 3:08:00 AM,rem,,rem
37851503598,8/1/2022 3:08:30 AM,rem,,rem
37851503598,8/1/2022 3:09:00 AM,rem,,rem
37851503598,8/1/2022 3:09:30 AM,rem,,rem
37851503598,8/1/2022 3:10:00 AM,rem,,rem
37851503598,8/1/2022 3:10:30 AM,rem,,rem
37851503598,8/1/2022 3:11:00 AM,rem,,rem
37851503598,8/1/2022 3:11:30 AM,rem,,rem
37851503598,8/1/2022 3:12:00 AM,rem,,rem
37851503598,8/1/2022 3:12:30 AM,rem,,rem
37851503598,8/1/2022 3:13:00 AM,rem,,rem
37851503598,8/1/2022 3:13:30 AM,rem,,rem
37851503598,8/1/2022 3:14:00 AM,rem,,rem
37851503598,8/1/2022 3:14:30 AM,rem,,rem
37851503598,8/1/2022 3:15:00 AM,rem,,rem
37851503598,8/1/2022 3:15:30 AM,rem,,rem
37851503598,8/1/2022 3:16:00 AM,rem,,rem
37851503598,8/1/2022 3:16:30 AM,wake,,wake
37851503598,8/1/2022 3:17:00 AM,wake,,wake
37851503598,8/1/2022 3:17:30 AM,wake,,wake
37851503598,8/1/2022 3:18:00 AM,wake,,wake
37851503598,8/1/2022 3:18:30 AM,wake,,wake
37851503598,8/1/2022 3:19:00 AM,wake,,wake
37851503598,8/1/2022 3:19:30 AM,wake,,wake
37851503598,8/1/2022 3:20:00 AM,wake,,wake
37851503598,8/1/2022 3:20:30 AM,wake,,wake
37851503598,8/1/2022 3:21:00 AM,light,,light
37851503598,8/1/2022 3:21:30 AM,light,,light
37851503598,8/1/2022 3:22:00 AM,light,,light
37851503598,8/1/2022 3:22:30 AM,light,,light
37851503598,8/1/2022 3:23:00 AM,light,,light
37851503598,8/1/2022 3:23:30 AM,light,,light
37851503598,8/1/2022 3:24:00 AM,light,,light
37851503598,8/1/2022 3:24:30 AM,light,,light
37851503598,8/1/2022 3:25:00 AM,light,,light
37851503598,8/1/2022 3:25:30 AM,light,,light
37851503598,8/1/2022 3:26:00 AM,light,,light
37851503598,8/1/2022 3:26:30 AM,light,,light
37851503598,8/1/2022 3:27:00 AM,light,,light
37851503598,8/1/2022 3:27:30 AM,light,,light
37851503598,8/1/2022 3:28:00 AM,light,,light
37851503598,8/1/2022 3:28:30 AM,light,,light
37851503598,8/1/2022 3:29:00 AM,light,,light
37851503598,8/1/2022 3:29:30 AM,light,,light
37851503598,8/1/2022 3:30:00 AM,light,,light
37851503598,8/1/2022 3:30:30 AM,light,,light
37851503598,8/1/2022 3:31:00 AM,light,,light
37851503598,8/1/2022 3:31:30 AM,light,,light
37851503598,8/1/2022 3:32:00 AM,light,,light
37851503598,8/1/2022 3:32:30 AM,light,,light
37851503598,8/1/2022 3:33:00 AM,rem,,rem
37851503598,8/1/2022 3:33:30 AM,rem,,rem
37851503598,8/1/2022 3:34:00 AM,rem,,rem
37851503598,8/1/2022 3:34:30 AM,rem,,rem
37851503598,8/1/2022 3:35:00 AM,rem,,rem
37851503598,8/1/2022 3:35:30 AM,rem,,rem
37851503598,8/1/2022 3:36:00 AM,rem,,rem
37851503598,8/1/2022 3:36:30 AM,rem,,rem
37851503598,8/1/2022 3:37:00 AM,rem,,rem
37851503598,8/1/2022 3:37:30 AM,rem,,rem
37851503598,8/1/2022 3:38:00 AM,rem,,rem
37851503598,8/1/2022 3:38:30 AM,rem,,rem
37851503598,8/1/2022 3:39:00 AM,rem,,rem
37851503598,8/1/2022 3:39:30 AM,rem,,rem
37851503598,8/1/2022 3:40:00 AM,rem,,rem
37851503598,8/1/2022 3:40:30 AM,rem,,rem
37851503598,8/1/2022 3:41:00 AM,rem,,rem
37851503598,8/1/2022 3:41:30 AM,rem,,rem
37851503598,8/1/2022 3:42:00 AM,rem,,rem
37851503598,8/1/2022 3:42:30 AM,rem,,rem
37851503598,8/1/2022 3:43:00 AM,rem,,rem
37851503598,8/1/2022 3:43:30 AM,rem,,rem
37851503598,8/1/2022 3:44:00 AM,rem,,rem
37851503598,8/1/2022 3:44:30 AM,rem,,rem
37851503598,8/1/2022 3:45:00 AM,rem,,rem
37851503598,8/1/2022 3:45:30 AM,rem,,rem
37851503598,8/1/2022 3:46:00 AM,rem,,rem
37851503598,8/1/2022 3:46:30 AM,rem,,rem
37851503598,8/1/2022 3:47:00 AM,rem,,rem
37851503598,8/1/2022 3:47:30 AM,light,,light
37851503598,8/1/2022 3:48:00 AM,light,,light
37851503598,8/1/2022 3:48:30 AM,light,,light
37851503598,8/1/2022 3:49:00 AM,light,,light
37851503598,8/1/2022 3:49:30 AM,light,,light
37851503598,8/1/2022 3:50:00 AM,light,,light
37851503598,8/1/2022 3:50:30 AM,light,,light
37851503598,8/1/2022 3:51:00 AM,light,,light
37851503598,8/1/2022 3:51:30 AM,light,,light
37851503598,8/1/2022 3:52:00 AM,light,,light
37851503598,8/1/2022 3:52:30 AM,light,,light
37851503598,8/1/2022 3:53:00 AM,light,,light
37851503598,8/1/2022 3:53:30 AM,rem,,rem
37851503598,8/1/2022 3:54:00 AM,rem,,rem
37851503598,8/1/2022 3:54:30 AM,rem,,rem
37851503598,8/1/2022 3:55:00 AM,rem,,rem
37851503598,8/1/2022 3:55:30 AM,rem,,rem
37851503598,8/1/2022 3:56:00 AM,rem,,rem
37851503598,8/1/2022 3:56:30 AM,rem,,rem
37851503598,8/1/2022 3:57:00 AM,rem,,rem
37851503598,8/1/2022 3:57:30 AM,rem,,rem
37851503598,8/1/2022 3:58:00 AM,rem,,rem
37851503598,8/1/2022 3:58:30 AM,light,,light
37851503598,8/1/2022 3:59:00 AM,light,,light
37851503598,8/1/2022 3:59:30 AM,light,,light
37851503598,8/1/2022 4:00:00 AM,light,,light
37851503598,8/1/2022 4:00:30 AM,light,,light
37851503598,8/1/2022 4:01:00 AM,light,,light
37851503598,8/1/2022 4:01:30 AM,light,,light
37851503598,8/1/2022 4:02:00 AM,light,,light
37851503598,8/1/2022 4:02:30 AM,light,,light
37851503598,8/1/2022 4:03:00 AM,light,,light
37851503598,8/1/2022 4:03:30 AM,light,,light
37851503598,8/1/2022 4:04:00 AM,light,,light
37851503598,8/1/2022 4:04:30 AM,light,,light
37851503598,8/1/2022 4:05:00 AM,light,,light
37851503598,8/1/2022 4:05:30 AM,light,,light
37851503598,8/1/2022 4:06:00 AM,light,,light
37851503598,8/1/2022 4:06:30 AM,light,,light
37851503598,8/1/2022 4:07:00 AM,light,,light
37851503598,8/1/2022 4:07:30 AM,light,,light
37851503598,8/1/2022 4:08:00 AM,light,,light
37851503598,8/1/2022 4:08:30 AM,light,,light
37851503598,8/1/2022 4:09:00 AM,light,,light
37851503598,8/1/2022 4:09:30 AM,light,,light
37851503598,8/1/2022 4:10:00 AM,light,,light
37851503598,8/1/2022 4:10:30 AM,light,,light
37851503598,8/1/2022 4:11:00 AM,light,,light
37851503598,8/1/2022 4:11:30 AM,light,,light
37851503598,8/1/2022 4:12:00 AM,light,,light
37851503598,8/1/2022 4:12:30 AM,light,,light
37851503598,8/1/2022 4:13:00 AM,light,,light
37851503598,8/1/2022 4:13:30 AM,light,,light
37851503598,8/1/2022 4:14:00 AM,light,,light
37851503598,8/1/2022 4:14:30 AM,light,,light
37851503598,8/1/2022 4:15:00 AM,light,,light
37851503598,8/1/2022 4:15:30 AM,light,,light
37851503598,8/1/2022 4:16:00 AM,light,,light
37851503598,8/1/2022 4:16:30 AM,light,,light
37851503598,8/1/2022 4:17:00 AM,light,,light
37851503598,8/1/2022 4:17:30 AM,light,,light
37851503598,8/1/2022 4:18:00 AM,light,,light
37851503598,8/1/2022 4:18:30 AM,light,,light
37851503598,8/1/2022 4:19:00 AM,light,,light
37851503598,8/1/2022 4:19:30 AM,light,,light
37851503598,8/1/2022 4:20:00 AM,light,,light
37851503598,8/1/2022 4:20:30 AM,light,,light
37851503598,8/1/2022 4:21:00 AM,light,,light
37851503598,8/1/2022 4:21:30 AM,light,,light
37851503598,8/1/2022 4:22:00 AM,light,,light
37851503598,8/1/2022 4:22:30 AM,light,,light
37851503598,8/1/2022 4:23:00 AM,light,,light
37851503598,8/1/2022 4:23:30 AM,light,,light
37851503598,8/1/2022 4:24:00 AM,light,,light
37851503598,8/1/2022 4:24:30 AM,light,,light
37851503598,8/1/2022 4:25:00 AM,light,,light
37851503598,8/1/2022 4:25:30 AM,light,,light
37851503598,8/1/2022 4:26:00 AM,light,,light
37851503598,8/1/2022 4:26:30 AM,light,,light
37851503598,8/1/2022 4:27:00 AM,light,,light
37851503598,8/1/2022 4:27:30 AM,light,,light
37851503598,8/1/2022 4:28:00 AM,light,,light
37851503598,8/1/2022 4:28:30 AM,light,,light
37851503598,8/1/2022 4:29:00 AM,light,,light
37851503598,8/1/2022 4:29:30 AM,light,,light
37851503598,8/1/2022 4:30:00 AM,light,,light
37851503598,8/1/2022 4:30:30 AM,light,,light
37851503598,8/1/2022 4:31:00 AM,light,,light
37851503598,8/1/2022 4:31:30 AM,light,,light
37851503598,8/1/2022 4:32:00 AM,light,,light
37851503598,8/1/2022 4:32:30 AM,light,,light
37851503598,8/1/2022 4:33:00 AM,light,,light
37857454192,8/2/2022 12:47:00 AM,wake,,wake
37857454192,8/2/2022 12:47:30 AM,wake,,wake
37857454192,8/2/2022 12:48:00 AM,wake,,wake
37857454192,8/2/2022 12:48:30 AM,wake,,wake
37857454192,8/2/2022 12:49:00 AM,wake,,wake
37857454192,8/2/2022 12:49:30 AM,wake,,wake
37857454192,8/2/2022 12:50:00 AM,wake,,wake
37857454192,8/2/2022 12:50:30 AM,wake,,wake
37857454192,8/2/2022 12:51:00 AM,light,,light
37857454192,8/2/2022 12:51:30 AM,light,,light
37857454192,8/2/2022 12:52:00 AM,light,,light
37857454192,8/2/2022 12:52:30 AM,light,,light
37857454192,8/2/2022 12:53:00 AM,light,,light
37857454192,8/2/2022 12:53:30 AM,light,,light
37857454192,8/2/2022 12:54:00 AM,light,,light
37857454192,8/2/2022 12:54:30 AM,light,,light
37857454192,8/2/2022 12:55:00 AM,light,,light
37857454192,8/2/2022 12:55:30 AM,light,,light
37857454192,8/2/2022 12:56:00 AM,light,,light
37857454192,8/2/2022 12:56:30 AM,light,,light
37857454192,8/2/2022 12:57:00 AM,light,,light
37857454192,8/2/2022 12:57:30 AM,light,,light
37857454192,8/2/2022 12:58:00 AM,light,,light
37857454192,8/2/2022 12:58:30 AM,light,,light
37857454192,8/2/2022 12:59:00 AM,light,,light
37857454192,8/2/2022 12:59:30 AM,light,,light
37857454192,8/2/2022 1:00:00 AM,light,,light
37857454192,8/2/2022 1:00:30 AM,light,,light
37857454192,8/2/2022 1:01:00 AM,light,,light
37857454192,8/2/2022 1:01:30 AM,light,,light
37857454192,8/2/2022 1:02:00 AM,light,wake,wake
37857454192,8/2/2022 1:02:30 AM,light,,light
37857454192,8/2/2022 1:03:00 AM,light,,light
37857454192,8/2/2022 1:03:30 AM,light,,light
37857454192,8/2/2022 1:04:00 AM,light,,light
37857454192,8/2/2022 1:04:30 AM,light,,light
37857454192,8/2/2022 1:05:00 AM,light,,light
37857454192,8/2/2022 1:05:30 AM,light,,light
37857454192,8/2/2022 1:06:00 AM,light,,light
37857454192,8/2/2022 1:06:30 AM,light,,light
37857454192,8/2/2022 1:07:00 AM,light,,light
37857454192,8/2/2022 1:07:30 AM,light,,light
37857454192,8/2/2022 1:08:00 AM,light,,light
37857454192,8/2/2022 1:08:30 AM,light,,light
37857454192,8/2/2022 1:09:00 AM,light,,light
37857454192,8/2/2022 1:09:30 AM,light,,light
37857454192,8/2/2022 1:10:00 AM,light,,light
37857454192,8/2/2022 1:10:30 AM,light,,light
37857454192,8/2/2022 1:11:00 AM,light,,light
37857454192,8/2/2022 1:11:30 AM,light,,light
37857454192,8/2/2022 1:12:00 AM,light,,light
37857454192,8/2/2022 1:12:30 AM,light,wake,wake
37857454192,8/2/2022 1:13:00 AM,light,,light
37857454192,8/2/2022 1:13:30 AM,light,,light
37857454192,8/2/2022 1:14:00 AM,light,,light
37857454192,8/2/2022 1:14:30 AM,light,,light
37857454192,8/2/2022 1:15:00 AM,light,,light
37857454192,8/2/2022 1:15:30 AM,light,,light
37857454192,8/2/2022 1:16:00 AM,light,,light
37857454192,8/2/2022 1:16:30 AM,light,,light
37857454192,8/2/2022 1:17:00 AM,light,,light
37857454192,8/2/2022 1:17:30 AM,light,,light
37857454192,8/2/2022 1:18:00 AM,light,,light
37857454192,8/2/2022 1:18:30 AM,light,,light
37857454192,8/2/2022 1:19:00 AM,light,,light
37857454192,8/2/2022 1:19:30 AM,light,,light
37857454192,8/2/2022 1:20:00 AM,light,,light
37857454192,8/2/2022 1:20:30 AM,light,,light
37857454192,8/2/2022 1:21:00 AM,light,,light
37857454192,8/2/2022 1:21:30 AM,light,,light
37857454192,8/2/2022 1:22:00 AM,light,,light
37857454192,8/2/2022 1:22:30 AM,light,,light
37857454192,8/2/2022 1:23:00 AM,light,,light
37857454192,8/2/2022 1:23:30 AM,light,,light
37857454192,8/2/2022 1:24:00 AM,light,,light
37857454192,8/2/2022 1:24:30 AM,light,,light
37857454192,8/2/2022 1:25:00 AM,light,,light
37857454192,8/2/2022 1:25:30 AM,light,,light
37857454192,8/2/2022 1:26:00 AM,light,,light
37857454192,8/2/2022 1:26:30 AM,light,,light
37857454192,8/2/2022 1:27:00 AM,light,,light
37857454192,8/2/2022 1:27:30 AM,light,,light
37857454192,8/2/2022 1:28:00 AM,light,,light
37857454192,8/2/2022 1:28:30 AM,light,,light
37857454192,8/2/2022 1:29:00 AM,light,,light
37857454192,8/2/2022 1:29:30 AM,light,,light
37857454192,8/2/2022 1:30:00 AM,light,,light
37857454192,8/2/2022 1:30:30 AM,light,,light
37857454192,8/2/2022 1:31:00 AM,light,,light
37857454192,8/2/2022 1:31:30 AM,light,,light
37857454192,8/2/2022 1:32:00 AM,light,,light
37857454192,8/2/2022 1:32:30 AM,light,,light
37857454192,8/2/2022 1:33:00 AM,light,,light
37857454192,8/2/2022 1:33:30 AM,light,,light
37857454192,8/2/2022 1:34:00 AM,light,,light
37857454192,8/2/2022 1:34:30 AM,light,,light
